"Minor","sub","number","url"
"Theatre","THE","140","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/100/THE-140"
"Theatre","THE","140L","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/100/THE-140L"
"Theatre","THE","215","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-215"
"Theatre","THE","398","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-398"
"Theatre","THE","240","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-240"
"Theatre","THE","240","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-240"
"Theatre","THE","201","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-201"
"Theatre","THE","216","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-216"
"Theatre","THE","250","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-250"
"Theatre","THE","291","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-291"
"Theatre","THE","310","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-310"
"Theatre","THE","311","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-311"
"Theatre","THE","316","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-316"
"Theatre","THE","320","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-320"
"Theatre","THE","321","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-321"
"Theatre","THE","340","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-340"
"Theatre","THE","355","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-355"
"Theatre","THE","390","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-390"
"Applied Mathematics","CSC","270","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CSC-Computer-Science/200/CSC-270"
"Applied Mathematics","CSC","150","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CSC-Computer-Science/100/CSC-150"
"Applied Mathematics","CSC","270","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CSC-Computer-Science/200/CSC-270"
"Applied Mathematics","MAT","212","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-212"
"Applied Mathematics","MAT","150","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-150"
"Applied Mathematics","MAT","175","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-175"
"Applied Mathematics","MAT","275","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-275"
"Applied Mathematics","BIO","159","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-159"
"Applied Mathematics","BIO","201","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-201"
"Applied Mathematics","BIO","202","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-202"
"Applied Mathematics","BIO","210","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/<a class='sc-courselink' href='/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-210L'>BIO-210L</a>"
"Applied Mathematics","CHE","141","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CHE-Chemistry/100/CHE-141"
"Applied Mathematics","CHE","142","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CHE-Chemistry/100/CHE-142"
"Applied Mathematics","ENV","160","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENV-Environmental-Science/100/ENV-160"
"Applied Mathematics","GEO","101","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/GEO-Geoscience/100/GEO-101"
"Applied Mathematics","PHY","231","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-231"
"Applied Mathematics","PHY","232","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-232"
"Applied Mathematics","PHY","271","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-271"
"Applied Mathematics","PHY","272","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-272"
"Analytical Chemistry","CHE","141","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CHE-Chemistry/100/CHE-141"
"Analytical Chemistry","CHE","142","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CHE-Chemistry/100/CHE-142"
"Analytical Chemistry","CHE","252","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CHE-Chemistry/200/CHE-252"
"Analytical Chemistry","CHE","252L","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CHE-Chemistry/200/CHE-252L"
"Analytical Chemistry","CHE","352","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CHE-Chemistry/300/CHE-352"
"Analytical Chemistry","CHE","352L","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CHE-Chemistry/300/CHE-352L"
"Analytical Chemistry","MAT","125","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-125"
"Analytical Chemistry","MAT","212","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-212"
"Biology","MAT","125","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-125"
"Biology","MAT","212","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-212"
"Biology","MAT","150","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-150"
"Biology","BIO","201","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-201"
"Biology","BIO","201L","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-201L"
"Biology","BIO","210L","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-210L"
"Biology","BIO","202","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-202"
"Biology","BIO","202L","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-202L"
"Biology","BIO","203","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-203"
"Biology","BIO","203L","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-203L"
"Biology","BIO","330","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-330"
"Biology","BIO","330L","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-330L"
"Biology","BIO","203","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-203"
"Biology","BIO","300","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/Narrative-Courses/BIO-300-level"
"Business","BUS","100","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/100/BUS-100"
"Business","BUS","150","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/100/BUS-150"
"Business","ECN","200","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ECN-Economics/200/ECN-200"
"Business","ACC","221","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ACC-Accounting/200/ACC-221"
"Business","ACC","222","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ACC-Accounting/200/ACC-222"
"Business","BUS","200","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/200/BUS-200"
"Business","BUS","225","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/200/BUS-225"
"Business","BUS","330","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-330"
"Business","BUS","340","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-340"
"Business","BUS","360","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-360"
"Business","BUS","483","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/400/BUS-483"
"Chemistry","CHE","141","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CHE-Chemistry/100/CHE-141"
"Chemistry","CHE","142","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CHE-Chemistry/100/CHE-142"
"Chemistry","CHE","252","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CHE-Chemistry/200/CHE-252"
"Chemistry","CHE","252L","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CHE-Chemistry/200/CHE-252L"
"Chemistry","CHE","301","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CHE-Chemistry/300/CHE-301"
"Chemistry","CHE","301L","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CHE-Chemistry/300/CHE-301L"
"Coaching","HHP","106","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/100/HHP-106"
"Coaching","HHP","106L","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/100/HHP-106L"
"Coaching","HHP","202","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/200/HHP-202"
"Coaching","HHP","210","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/200/HHP-210"
"Coaching","HHP","244","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/200/HHP-244"
"Coaching","HHP","170","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/100/HHP-170"
"Coaching","HHP","300","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-300"
"Coaching","HHP","304","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/300/HHP-304"
"Coaching","HHP","497","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HHP-Health-and-Human-Performance/400/HHP-497"
"Computer Studies","MAT","150","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-150"
"Computer Studies","MAT","175","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-175"
"Computer Studies","CSC","150","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CSC-Computer-Science/100/CSC-150"
"Computer Studies","CSC","270","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CSC-Computer-Science/200/CSC-270"
"Computer Studies","BIO","159","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-159"
"Computer Studies","BIO","201","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-201"
"Computer Studies","BIO","202","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-202"
"Computer Studies","CHE","141","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CHE-Chemistry/100/CHE-141"
"Computer Studies","CHE","142","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CHE-Chemistry/100/CHE-142"
"Computer Studies","ENV","160","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENV-Environmental-Science/100/ENV-160"
"Computer Studies","GEO","101","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/GEO-Geoscience/100/GEO-101"
"Computer Studies","PHY","231","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-231"
"Computer Studies","PHY","232","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-232"
"Computer Studies","PHY","271","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-271"
"Computer Studies","PHY","272","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-272"
"Computer Studies","CSC","152","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CSC-Computer-Science/100/CSC-152"
"Computer Studies","CSC","340","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CSC-Computer-Science/300/CSC-340"
"Computer Studies","MAT","212","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-212"
"Computer Studies","MAT","252","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-252"
"Computer Studies","MAT","361","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/300/MAT-361"
"Communications","SPE","101","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPE-Speech/100/SPE-101"
"Communications","SPE","201","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPE-Speech/200/SPE-201"
"Communications","SPE","240","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPE-Speech/200/SPE-240"
"Communications","SPE","245","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPE-Speech/200/SPE-245"
"Communications","SPE","240","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPE-Speech/200/SPE-240"
"Communications","SPE","245","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPE-Speech/200/SPE-245"
"Communications","BUS","225","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/200/BUS-225"
"Communications","BUS","299T","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/200/BUS-299T"
"Communications","BUS","340","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-340"
"Communications","JOURN","200","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/JOURN-Journalism/200/JOURN-200"
"Communications","JOURN","201","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/JOURN-Journalism/200/JOURN-201"
"Communications","PHI","214","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHI-Philosophy/200/PHI-214"
"Communications","POE","199","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/100/POE-199"
"Communications","POE","299","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/200/POE-299"
"Communications","POE","399","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-399"
"Communications","SPE","199","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPE-Speech/100/SPE-199"
"Communications","SPE","305","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPE-Speech/300/SPE-305"
"Communications","SPE","306","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPE-Speech/300/SPE-306"
"Communications","SPE","310","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPE-Speech/300/SPE-310"
"Communications","SPE","325","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPE-Speech/300/SPE-325"
"Communications","SPE","399","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPE-Speech/300/SPE-399"
"Communications","THE","200","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-200"
"Communications","THE","215","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-215"
"Communications","THE","216","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-216"
"Communications","SPE","240","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPE-Speech/200/SPE-240"
"Communications","SPE","245","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPE-Speech/200/SPE-245"
"Communications","POE","199","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/100/POE-199"
"Communications","POE","399","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-399"
"Communications","SPE","199","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPE-Speech/100/SPE-199"
"Communications","SPE","399","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPE-Speech/300/SPE-399"
"Communications","BUS","299T","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/Narrative-Courses/BUS-299T"
"Dual-Degree Engineering","CHE","141","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CHE-Chemistry/100/CHE-141"
"Dual-Degree Engineering","MAT","150","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-150"
"Dual-Degree Engineering","MAT","175","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-175"
"Dual-Degree Engineering","MAT","275","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-275"
"Dual-Degree Engineering","PHY","170","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/100/PHY-170"
"Dual-Degree Engineering","PHY","271","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-271"
"Dual-Degree Engineering","PHY","271L","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-271L"
"Dual-Degree Engineering","PHY","272","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-272"
"Dual-Degree Engineering","PHY","272L","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-272L"
"Computer Science","MAT","150","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-150"
"Computer Science","MAT","175","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-175"
"Computer Science","MAT","252","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-252"
"Computer Science","CSC","150","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CSC-Computer-Science/100/CSC-150"
"Computer Science","CSC","152","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CSC-Computer-Science/100/CSC-152"
"Computer Science","CSC","160","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CSC-Computer-Science/100/CSC-160"
"Computer Science","CSC","270","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CSC-Computer-Science/200/CSC-270"
"Computer Science","CSC","235","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CSC-Computer-Science/200/CSC-235"
"Computer Science","CSC","340","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CSC-Computer-Science/300/CSC-340"
"Environmental Science","ENV","160","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENV-Environmental-Science/100/ENV-160"
"Environmental Science","ENV","160L","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENV-Environmental-Science/100/ENV-160L"
"Environmental Science","ENV","260","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENV-Environmental-Science/200/ENV-260"
"Environmental Science","ENV","260L","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENV-Environmental-Science/200/ENV-260L"
"Environmental Science","ENV","200","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENV-Environmental-Science/200/ENV-200"
"Environmental Science","IND","305.1","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/IND-Interdepartmental/300/IND-305-1"
"Environmental Science","IND","305.2","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/IND-Interdepartmental/300/IND-305-2"
"Environmental Science","GEO","101","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/GEO-Geoscience/100/GEO-101"
"Environmental Science","GEO","101L","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/GEO-Geoscience/100/GEO-101L"
"Environmental Science","BIO","140","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-140"
"Environmental Science","BIO","140L","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-140L"
"Environmental Science","MAT","125","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-125"
"Environmental Science","MAT","212","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-212"
"Criminal Justice Studies","IND","368","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/IND-Interdepartmental/300/IND-368"
"Criminal Justice Studies","SOC","330","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SOC-Sociology/300/SOC-330"
"Criminal Justice Studies","BUS","391","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-391"
"Criminal Justice Studies","EDU","300","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/EDU-Education/300/EDU-300"
"Criminal Justice Studies","POE","241","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/200/POE-241"
"Criminal Justice Studies","PSY","407","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/400/PSY-407"
"Criminal Justice Studies","SOC","399T","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SOC-Sociology/300/SOC-399T"
"Criminal Justice Studies","SOC","497","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SOC-Sociology/400/SOC-497"
"Geosciences","GEO","101","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/GEO-Geoscience/100/GEO-101"
"Geosciences","GEO","150","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/GEO-Geoscience/100/GEO-150"
"Geosciences","ENV","160","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENV-Environmental-Science/100/ENV-160"
"Geosciences","GEO","310","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/GEO-Geoscience/300/GEO-310"
"Geosciences","GEO","320","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/GEO-Geoscience/300/GEO-320"
"Geosciences","ENV","350","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENV-Environmental-Science/300/ENV-350"
"Geosciences","PHY","231","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-231"
"Geosciences","PHY","271","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-271"
"Geosciences","MAT","125","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-125"
"Geosciences","MAT","150","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-150"
"Geosciences","MAT","212","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-212"
"Data Science","CSC","270","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CSC-Computer-Science/200/CSC-270"
"Data Science","CSC","285","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/CSC-Computer-Science/200/CSC-285"
"Data Science","MAT","212","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-212"
"Data Science","MAT","252","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-252"
"Data Science","MAT","427","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MAT-Mathematics/400/MAT-427"
